Happiness_ID;Country_ID;Year;Happiness;Log_GDP_Per_Capita;Social_Support;Life_Expectancy;Freedom;Generosity;Corruption
377;134;2013;6.76;10.896;0.955;70.46;0.884;0.325;0.558
378;54;2022;6.758;10.803;0.874;70.025;0.969;0.142;0.744
379;135;2014;6.758;10.692;0.91;69.64;0.857;0.349;0.484
380;136;2021;6.755;10.881;0.868;71.3;0.778;0.074;0.418
381;28;2020;6.751;9.4;0.901;63.402;0.799;0.0;0.711
382;135;2024;6.68220417509572;10.624290568099067;0.8805366657744943;69.65309293874905;0.8314913187759471;0.26347016774630067;0.46877788683202903
383;3;2023;6.746;10.664;0.911;71.4;0.931;0.031;0.75
384;3;2024;6.676485568592923;10.527311052876126;0.9427393282999312;70.55777923397764;0.8955792369373204;0.022284479395242675;0.7810494618894562
385;38;2013;6.74;10.086;0.862;69.04;0.737;0.077;0.741
386;37;2010;6.74;8.911;0.757;64.4;0.669;-0.07;0.694
387;55;2022;6.738;11.216;0.798;66.45;0.932;0.168;0.744
388;1;2016;6.736;10.519;0.931;68.425;0.85;-0.204;0.9
389;55;2006;6.734;11.433;0.903;64.86;0.898;-0.043;0.203
390;139;2019;6.733;10.734;0.922;71.5;0.924;0.077;0.689
391;55;2021;6.733;11.152;0.826;66.3;0.951;0.15;0.744
392;55;2024;6.666954557754929;11.058004511179442;0.8232819423135807;65.36566658310055;0.9175040510451586;0.13629953207028825;0.600783598106305
393;55;2023;6.728;11.236;0.776;66.6;0.886;0.155;0.744
394;136;2010;6.725;10.758;0.939;70.0;0.843;0.089;0.688
395;73;2024;6.659329749084533;10.939473992573625;0.903862664221533;64.53964866137011;0.7243970344799681;0.16699589240587745;0.7271116443795369
396;3;2022;6.723;10.65;0.942;71.225;0.93;0.099;0.762
397;135;2022;6.722;10.754;0.863;70.4;0.857;0.308;0.426
398;136;2024;6.653611142581736;10.75629046381918;0.903155815783744;70.83311854122113;0.820528911722028;0.05955863123131524;0.44464781057759145
399;137;2020;6.714;10.651;0.947;72.2;0.823;-0.176;0.565
400;55;2019;6.711;11.181;0.862;66.0;0.911;0.118;0.744
401;136;2012;6.702;10.817;0.926;70.04;0.904;0.065;0.679
402;130;2015;6.702;11.637;0.934;71.5;0.932;0.044;0.375
403;56;2011;6.7;10.706;0.83;62.4;0.603;-0.144;0.744
404;1;2013;6.698;10.424;0.888;68.06;0.726;-0.162;0.916
405;43;2015;6.697;10.083;0.926;66.9;0.881;-0.18;0.851
406;1;2022;6.695;10.637;0.944;69.175;0.908;0.093;0.831
407;73;2022;6.693;11.078;0.9;65.725;0.736;0.189;0.701
408;42;2008;6.691;9.552;0.878;63.58;0.782;-0.083;0.688
409;57;2013;6.69;10.798;0.884;65.72;0.809;0.0;0.525
410;141;2011;6.69;10.534;0.844;70.96;0.745;0.173;0.841
411;137;2019;6.69;10.735;0.958;72.1;0.827;-0.139;0.568
412;7;2023;6.685;10.527;0.89;69.4;0.775;-0.232;0.662
413;35;2014;6.68;9.86;0.782;65.66;0.779;-0.101;0.63
414;35;2024;6.6145339981459585;9.813434065818363;0.8504956071684594;64.61831703486824;0.8390806775055835;-0.1333899194495311;0.7867271268905003
415;139;2017;6.676;10.681;0.937;71.4;0.924;0.244;0.69
416;43;2014;6.671;10.067;0.918;66.78;0.745;-0.17;0.854
417;36;2022;6.671;10.103;0.905;67.5;0.878;-0.055;0.631
418;137;2013;6.667;10.665;0.908;71.5;0.878;-0.13;0.699
419;137;2018;6.666;10.72;0.921;72.0;0.816;-0.143;0.582
420;7;2022;6.666;10.513;0.886;69.225;0.8;-0.209;0.667
421;3;2019;6.665;10.572;0.949;70.7;0.945;-0.108;0.785
422;83;2011;6.664;9.561;0.884;67.28;0.927;0.396;0.923
423;36;2023;6.662;10.122;0.908;67.5;0.904;-0.05;0.662
424;42;2012;6.66;9.644;0.89;64.22;0.849;0.0;0.623
425;135;2023;6.658;10.759;0.886;70.5;0.874;0.27;0.49
426;137;2021;6.656;10.714;0.915;72.3;0.837;-0.104;0.561
427;28;2023;6.655;9.4;0.872;63.402;0.795;0.0;0.641
428;80;2023;6.654;9.4;0.916;74.0;0.861;0.0;0.153
429;137;2012;6.649;10.664;0.937;71.4;0.841;-0.155;0.608
430;4;2021;6.648;9.383;0.849;63.402;0.84;0.258;0.842
431;143;2007;6.647;10.535;0.808;69.76;0.575;-0.196;0.845
432;80;2008;6.642;11.178;0.845;71.94;0.661;0.04;0.066
433;136;2009;6.641;10.715;0.935;69.98;0.844;0.121;0.69
434;42;2005;6.637;9.435;0.883;63.1;0.882;0.0;0.745
435;132;2023;6.636;10.93;0.874;71.4;0.874;0.209;0.529
436;38;2010;6.636;9.963;0.857;68.5;0.786;0.1;0.702
437;137;2017;6.635;10.705;0.931;71.9;0.834;-0.129;0.601
438;39;2014;6.631;10.256;0.873;68.14;0.894;-0.007;0.847
439;36;2015;6.628;10.032;0.891;67.5;0.917;-0.045;0.673
440;40;2018;6.627;9.044;0.841;62.1;0.91;-0.016;0.765
441;136;2011;6.621;10.815;0.947;70.02;0.906;0.027;0.677
442;55;2013;6.621;11.041;0.864;65.28;0.936;0.0;0.744
443;136;2005;6.62;10.691;0.963;69.9;0.847;0.0;0.781
444;80;2015;6.62;11.399;0.866;73.2;0.887;0.144;0.099
445;137;2022;6.614;10.737;0.866;72.4;0.798;-0.027;0.533
446;139;2015;6.613;10.594;0.919;71.3;0.912;0.339;0.664
447;36;2024;6.5506762255313955;10.015474722532826;0.9176462087584197;66.50635799882355;0.8837735678023306;-0.0895379761129751;0.6547214156162243
448;137;2024;6.548770023363797;10.61351506640763;0.888311998590174;71.81647320994784;0.778365807668493;-0.0763823931120083;0.5681370243503012
449;1;2015;6.608;10.496;0.911;68.3;0.808;-0.152;0.886
450;136;2022;6.608;10.889;0.916;71.5;0.895;0.08;0.417
451;51;2013;6.607;9.508;0.901;67.86;0.841;-0.076;0.898
452;28;2022;6.607;9.4;0.883;63.402;0.8;0.0;0.658
453;39;2015;6.606;10.294;0.883;68.3;0.847;-0.016;0.81
454;55;2018;6.604;11.178;0.851;65.85;0.944;0.043;0.744
455;36;2019;6.6;10.067;0.933;67.5;0.903;-0.107;0.599
456;38;2012;6.599;10.063;0.855;68.86;0.734;0.186;0.782
457;56;2024;6.534473507106805;10.678168076556256;0.8929065134358027;63.320288872148964;0.893892712775179;-0.0719971987783527;0.7001427356245774
458;139;2016;6.591;10.604;0.93;71.35;0.916;0.339;0.696
459;80;2021;6.587;11.587;0.876;73.8;0.879;0.06;0.145
460;54;2009;6.585;11.074;0.926;69.0;0.819;0.0;0.675
461;137;2006;6.583;10.654;0.944;70.8;0.789;0.12;0.699
462;43;2013;6.582;10.103;0.91;66.66;0.737;-0.136;0.823
463;35;2005;6.581;9.792;0.903;64.4;0.814;0.0;0.764
464;52;2011;6.58;9.859;0.931;65.26;0.766;-0.235;0.772
465;38;2016;6.579;10.11;0.841;69.55;0.652;0.094;0.858
466;140;2007;6.574;10.722;0.912;70.8;0.684;0.108;0.922
467;39;2017;6.568;10.362;0.912;68.5;0.9;-0.178;0.841
468;55;2015;6.568;11.128;0.824;65.4;0.915;0.192;0.744
469;56;2019;6.561;10.758;0.912;64.0;0.891;-0.153;0.744
470;80;2011;6.561;11.306;0.904;72.48;0.822;-0.155;0.099
471;36;2014;6.561;10.031;0.902;67.42;0.904;-0.086;0.533
472;4;2024;6.503021171341423;9.390495624429427;0.8632188790486623;66.78169730606703;0.8534161328837854;0.23496640457753926;0.8633756044045962
473;56;2020;6.56;10.709;0.89;64.2;0.884;-0.117;0.744
474;137;2023;6.557;10.742;0.85;72.5;0.776;0.01;0.558
475;6;2021;6.554;10.564;0.946;69.65;0.926;0.046;0.441
476;36;2011;6.554;9.928;0.891;67.18;0.851;-0.093;0.556
477;42;2023;6.553;9.635;0.856;66.1;0.87;-0.036;0.733
478;2;2023;6.553;10.575;0.881;68.1;0.734;-0.232;0.751
479;39;2021;6.553;10.323;0.899;68.9;0.811;-0.152;0.861
480;52;2013;6.553;9.802;0.896;65.18;0.642;-0.23;0.837
481;35;2018;6.55;9.917;0.858;65.8;0.816;-0.186;0.809
482;5;2021;6.549;10.341;0.835;67.05;0.871;-0.187;0.928
483;42;2015;6.547;9.617;0.907;64.7;0.799;-0.021;0.771
484;8;2022;6.546;9.928;0.896;67.275;0.782;0.074;0.801
485;39;2023;6.543;10.455;0.887;69.1;0.852;-0.147;0.871
486;55;2014;6.54;11.072;0.809;65.34;0.75;0.0;0.744
487;28;2019;6.537;10.797;0.893;63.402;0.814;-0.131;0.718
488;40;2014;6.536;8.98;0.834;61.22;0.843;0.102;0.804
489;38;2015;6.533;10.105;0.827;69.4;0.769;0.032;0.812
490;80;2013;6.533;11.356;0.808;72.84;0.827;0.109;0.242
491;80;2010;6.531;11.267;0.864;72.3;0.846;-0.024;0.06
492;38;2011;6.526;10.013;0.819;68.68;0.701;0.104;0.753
493;35;2007;6.525;9.831;0.879;64.68;0.67;-0.101;0.747
494;52;2006;6.525;9.467;0.946;65.46;0.798;-0.037;0.646
495;80;2024;6.466803330157044;11.42167769326547;0.8929065134358027;73.46850905340874;0.8567891812080681;0.04640304823034849;0.15082864677355767
496;136;2008;6.522;10.771;0.923;69.96;0.766;0.0;0.758
497;73;2023;6.521;11.089;0.861;65.6;0.721;0.185;0.722
498;9;2020;6.519;10.34;0.954;68.725;0.762;-0.081;0.901
499;138;2011;6.518;10.516;0.944;71.12;0.819;-0.128;0.846
500;140;2018;6.517;10.647;0.913;71.825;0.65;-0.027;0.888
501;29;2005;6.516;10.552;0.928;72.4;0.868;0.0;0.699
502;135;2015;6.515;10.707;0.936;69.7;0.833;0.294;0.456
503;138;2018;6.513;10.604;0.91;71.975;0.722;-0.081;0.777
504;28;2016;6.513;10.768;0.895;63.402;0.719;-0.049;0.811
505;12;2020;6.508;10.202;0.923;68.775;0.837;-0.071;0.961
506;28;2024;6.447741308481055;10.678168076556256;0.8876051501523848;68.78774083026954;0.7775225455874223;-0.17285666845243147;0.680270908120923
507;138;2020;6.502;10.491;0.935;72.225;0.783;-0.127;0.73
508;36;2021;6.502;10.054;0.914;67.5;0.899;-0.054;0.606
509;1;2007;6.5;10.433;0.9;67.34;0.799;-0.069;0.928
510;56;2013;6.495;10.744;0.827;62.8;0.661;-0.085;0.744
511;38;2009;6.494;9.916;0.832;68.32;0.747;0.141;0.734
512;37;2022;6.492;9.148;0.772;65.95;0.914;-0.116;0.621
513;5;2024;6.436304095475461;10.29294389108735;0.8487284860739867;66.15235031808193;0.8348643671002299;-0.23205679195678205;0.9584764931720853
514;5;2023;6.489;10.431;0.826;67.3;0.849;-0.202;0.905
515;140;2020;6.488;10.574;0.89;71.975;0.718;-0.157;0.844
516;1;2014;6.484;10.445;0.878;68.18;0.8;-0.174;0.897
517;37;2023;6.482;9.167;0.744;66.3;0.942;-0.104;0.496
518;54;2013;6.48;10.952;0.862;69.8;0.751;0.0;0.744
519;41;2017;6.476;8.685;0.838;65.35;0.922;0.006;0.673
520;137;2016;6.475;10.685;0.885;71.8;0.787;-0.097;0.623
521;56;2016;6.474;10.793;0.89;63.4;0.774;-0.138;0.744
522;138;2021;6.47;10.544;0.926;72.35;0.782;-0.076;0.729
523;37;2024;6.415335871631874;9.123801957566338;0.7935943079264403;64.81498796861358;0.9183473131262293;-0.13996771095001448;0.6078806793576101
524;43;2012;6.468;10.091;0.902;66.54;0.747;-0.153;0.817
525;137;2014;6.467;10.669;0.878;71.6;0.803;-0.124;0.656
526;140;2021;6.467;10.647;0.886;72.05;0.703;-0.096;0.862
527;28;2018;6.467;10.781;0.896;63.402;0.741;-0.179;0.736
528;40;2015;6.465;9.003;0.823;61.5;0.869;0.046;0.822
529;51;2011;6.464;9.44;0.904;67.42;0.811;-0.079;0.847
530;80;2006;6.463;11.168;0.904;71.58;0.757;0.132;0.744
531;3;2020;6.462;10.521;0.953;70.875;0.958;-0.09;0.797
532;55;2020;6.458;11.122;0.827;66.15;0.942;0.049;0.744
533;138;2019;6.457;10.616;0.949;72.1;0.778;-0.054;0.73
534;138;2014;6.456;10.491;0.948;71.48;0.738;-0.034;0.854
535;138;2023;6.456;10.609;0.912;72.6;0.779;-0.004;0.675
536;37;2019;6.455;9.108;0.764;64.9;0.877;-0.116;0.682
537;6;2020;6.453;10.488;0.958;69.425;0.954;-0.09;0.398
538;40;2009;6.452;8.89;0.834;59.82;0.643;0.191;0.755
539;139;2014;6.452;10.526;0.941;71.12;0.904;0.395;0.67
540;42;2019;6.451;9.595;0.899;65.4;0.83;-0.068;0.762
541;28;2015;6.45;10.779;0.885;63.402;0.701;0.017;0.857
542;36;2012;6.45;9.96;0.865;67.26;0.871;0.054;0.615
543;51;2014;6.449;9.542;0.907;68.08;0.801;-0.096;0.887
544;6;2024;6.395320748872085;10.435719288498904;0.9515749337722944;69.06308013751303;0.9090714302344517;0.04201785389669289;0.3978070743189773
545;140;2019;6.445;10.663;0.838;71.9;0.709;-0.088;0.866
546;56;2021;6.445;10.749;0.859;64.4;0.902;-0.108;0.744
547;139;2021;6.444;10.727;0.897;71.6;0.889;0.239;0.753
548;36;2013;6.444;10.002;0.917;67.34;0.888;-0.056;0.586
549;7;2024;6.389602142369289;10.39800503257887;0.9126982696938963;68.35506477602978;0.7362027036149579;-0.1443529052836701;0.7185951468779707
550;43;2010;6.441;10.066;0.927;66.3;0.73;-0.132;0.855
551;8;2023;6.441;9.961;0.895;67.4;0.807;0.085;0.782
552;1;2005;6.439;10.322;0.919;67.1;0.865;0.0;0.901
553;5;2022;6.437;10.396;0.83;67.175;0.836;-0.173;0.941
554;38;2018;6.436;10.13;0.89;69.85;0.789;-0.068;0.816
555;38;2021;6.436;10.143;0.891;70.3;0.803;-0.052;0.859
556;35;2019;6.432;9.907;0.852;65.8;0.903;-0.148;0.809
557;37;2021;6.431;9.126;0.796;65.6;0.915;-0.085;0.663
558;6;2023;6.43;10.517;0.958;70.1;0.915;0.032;0.334
559;43;2016;6.427;10.051;0.883;66.95;0.848;-0.198;0.851
560;4;2019;6.425;9.334;0.843;63.402;0.841;0.242;0.92
561;43;2009;6.424;9.972;0.919;66.18;0.637;-0.135;0.885
562;40;2023;6.421;9.14;0.796;63.1;0.873;-0.049;0.812
563;18;2017;6.421;8.831;0.942;64.1;0.985;0.114;0.465
564;138;2024;6.3695870196095;10.473433544418937;0.9317831775142009;71.89514158344599;0.7522246831553012;-0.061034212944213725;0.7157563143774486
565;9;2021;6.419;10.39;0.951;68.95;0.742;0.042;0.896
566;136;2007;6.417;10.76;0.926;69.94;0.801;0.161;0.792
567;38;2022;6.415;10.161;0.887;70.45;0.793;-0.014;0.796
568;40;2008;6.414;8.905;0.866;59.54;0.63;0.2;0.796
569;8;2024;6.360056008771505;9.859229948006975;0.9035092400026385;66.23101869158006;0.7893282147224121;0.11656615756883809;0.8236319493972872
570;35;2017;6.41;9.905;0.8;65.8;0.861;-0.208;0.801
571;51;2010;6.408;9.383;0.893;67.2;0.816;-0.055;0.815
572;34;2021;6.408;9.961;0.876;70.0;0.887;-0.029;0.782
573;56;2012;6.396;10.737;0.867;62.6;0.56;-0.123;0.744
574;43;2023;6.393;9.994;0.892;67.3;0.832;-0.129;0.846
575;4;2018;6.392;9.283;0.822;63.402;0.89;0.264;0.922
576;41;2022;6.392;8.669;0.844;65.725;0.914;-0.004;0.57
577;2;2020;6.391;10.523;0.953;67.05;0.824;-0.129;0.829
578;51;2015;6.388;9.562;0.89;68.3;0.791;-0.106;0.843
579;141;2010;6.387;10.556;0.822;70.8;0.755;0.066;0.833
580;18;2023;6.385;9.026;0.909;65.9;0.927;0.247;0.65
581;56;2022;6.382;10.82;0.9;64.6;0.75;-0.032;0.744
582;138;2015;6.381;10.529;0.956;71.6;0.732;-0.078;0.822
583;139;2013;6.38;10.473;0.942;70.94;0.909;0.4;0.744
584;54;2011;6.378;11.024;0.882;69.4;0.769;0.0;0.56
585;80;2017;6.378;11.465;0.897;73.4;0.926;0.129;0.162
586;80;2019;6.378;11.497;0.925;73.6;0.938;0.02;0.07
587;42;2016;6.375;9.575;0.912;64.875;0.807;-0.106;0.781
588;51;2012;6.375;9.468;0.914;67.64;0.828;-0.015;0.868
589;80;2018;6.375;11.496;0.903;73.5;0.916;-0.073;0.097
590;36;2018;6.372;10.06;0.917;67.5;0.876;-0.109;0.683
591;9;2017;6.366;10.314;0.913;68.05;0.714;-0.059;0.92
592;28;2014;6.363;10.749;0.87;63.402;0.693;0.089;0.866
593;41;2023;6.362;8.685;0.836;65.8;0.906;-0.008;0.532
594;38;2024;6.311447853497734;10.069352230990015;0.895733907186959;69.69242712549813;0.7792090697495637;-0.0654194072778693;0.8605367719040741
595;40;2016;6.359;9.013;0.811;61.7;0.863;0.006;0.812
596;28;2017;6.359;10.774;0.891;63.402;0.76;-0.07;0.743
597;137;2015;6.358;10.677;0.896;71.7;0.817;-0.145;0.641
598;39;2024;6.309541651330134;10.30102551735593;0.903862664221533;68.11905965553537;0.837394153343442;-0.1838196542865705;0.905958091912427
599;6;2022;6.357;10.541;0.933;69.875;0.904;0.136;0.39
600;56;2018;6.356;10.773;0.868;63.8;0.855;-0.198;0.744
601;59;2014;6.355;9.355;0.818;65.9;0.75;0.0;0.744
602;140;2010;6.354;10.661;0.872;71.1;0.738;-0.065;0.921
603;10;2021;6.353;10.376;0.954;66.4;0.815;-0.104;0.84
604;51;2019;6.35;9.59;0.873;69.0;0.822;-0.177;0.854
605;139;2024;6.2981044383245415;10.637759945213364;0.9222407236040485;71.02978947496646;0.8432969879109369;0.22619601591022806;0.7895659593910224
606;56;2015;6.345;10.79;0.82;63.2;0.82;-0.05;0.744
607;28;2013;6.34;10.724;0.817;63.402;0.69;-0.003;0.841
608;37;2017;6.339;9.062;0.829;64.2;0.758;-0.179;0.778
609;34;2020;6.338;9.892;0.834;70.0;0.889;-0.139;0.772
610;138;2022;6.337;10.592;0.934;72.475;0.781;-0.001;0.673
611;36;2017;6.336;10.06;0.914;67.5;0.898;-0.104;0.627
612;1;2012;6.334;10.425;0.912;67.94;0.74;-0.16;0.957
613;140;2009;6.334;10.647;0.88;71.0;0.701;0.235;0.89
614;42;2017;6.333;9.58;0.905;65.05;0.765;-0.181;0.794
615;80;2022;6.333;11.59;0.852;73.9;0.873;0.088;0.744
616;1;2011;6.331;10.434;0.914;67.82;0.787;-0.112;0.95
617;40;2007;6.33;8.891;0.866;59.26;0.628;0.13;0.81
618;139;2009;6.328;10.353;0.916;70.22;0.803;0.456;0.744
619;37;2013;6.325;8.987;0.827;63.86;0.716;-0.156;0.772
620;40;2017;6.325;9.027;0.826;61.9;0.915;-0.064;0.8
621;82;2023;6.325;9.392;0.845;65.7;0.956;-0.159;0.655
622;140;2024;6.277136214480953;10.565025308796159;0.8812435142122833;71.54113390270436;0.6628389025618069;-0.0763823931120083;0.8619561881543352
623;84;2015;6.322;10.092;0.818;65.8;0.675;0.218;0.838
624;42;2007;6.321;9.512;0.886;63.42;0.777;-0.022;0.728
625;38;2017;6.32;10.108;0.88;69.7;0.79;-0.028;0.836
626;138;2016;6.319;10.558;0.942;71.725;0.768;-0.054;0.819
627;43;2006;6.313;9.937;0.938;65.82;0.733;-0.162;0.852
628;36;2020;6.31;10.002;0.921;67.5;0.908;-0.094;0.491
629;46;2019;6.309;9.234;0.878;66.6;0.891;-0.146;0.885
630;2;2018;6.309;10.476;0.929;66.35;0.699;-0.243;0.852
631;28;2011;6.309;10.693;0.863;63.402;0.761;0.03;0.755
632;56;2010;6.307;10.627;0.88;62.2;0.678;-0.034;0.744
633;83;2012;6.3;9.624;0.906;67.46;0.847;0.376;0.909
634;19;2023;6.299;10.172;0.929;66.6;0.901;0.05;0.812
635;139;2022;6.299;10.784;0.932;71.65;0.838;0.246;0.758
636;10;2023;6.296;10.408;0.932;66.6;0.816;0.059;0.8
637;36;2009;6.296;9.808;0.924;67.02;0.825;-0.131;0.544
638;66;2005;6.295;9.283;0.92;65.8;0.75;0.0;0.67
639;139;2023;6.295;9.4;0.912;71.7;0.851;0.0;0.78
640;4;2020;6.294;9.279;0.792;63.402;0.88;0.302;0.91
641;56;2017;6.294;10.77;0.84;63.6;0.814;-0.138;0.744
642;138;2012;6.291;10.485;0.937;71.24;0.755;-0.065;0.844
643;40;2010;6.29;8.901;0.859;60.1;0.696;0.161;0.795
644;12;2021;6.287;10.367;0.918;68.95;0.842;0.001;0.934
645;41;2020;6.287;8.562;0.856;65.575;0.818;0.037;0.631
646;40;2024;6.241871474380373;9.110332580452042;0.8250490634080533;61.58958465518993;0.8500430845595025;-0.09173057327980291;0.856278523153291
647;41;2024;6.239012171128975;8.671230886525946;0.858270939984139;64.53964866137011;0.8989522852616032;-0.030337852608624503;0.6107195118581322
648;137;2009;6.283;10.635;0.918;71.1;0.798;-0.088;0.654
649;83;2023;6.282;9.807;0.873;68.6;0.926;0.338;0.889
650;39;2018;6.281;10.382;0.904;68.6;0.861;-0.139;0.837
651;56;2014;6.278;10.763;0.818;63.0;0.762;-0.077;0.744
652;141;2018;6.276;10.599;0.826;72.2;0.794;-0.031;0.848
653;41;2014;6.275;8.591;0.839;65.1;0.817;0.099;0.699
654;2;2017;6.273;10.427;0.926;66.0;0.749;-0.179;0.79
655;51;2009;6.272;9.351;0.886;66.98;0.757;-0.06;0.837
656;19;2019;6.272;10.179;0.951;65.0;0.852;-0.061;0.708
657;42;2024;6.227574958123382;9.568291402338152;0.8603914852975061;64.77565378186452;0.8078799805059675;-0.03691564410910791;0.7654358831365848
658;141;2021;6.269;10.638;0.855;72.8;0.718;-0.038;0.876
659;81;2019;6.268;9.075;0.845;62.0;0.91;-0.087;0.748
660;82;2022;6.267;9.341;0.879;65.6;0.975;-0.182;0.703
661;29;2011;6.263;10.549;0.917;73.12;0.814;-0.059;0.734
662;40;2019;6.262;9.068;0.774;62.3;0.901;-0.068;0.773
663;43;2022;6.261;10.019;0.893;67.25;0.825;-0.13;0.81
664;9;2023;6.261;10.425;0.941;69.4;0.753;-0.136;0.825
665;141;2020;6.26;10.583;0.806;72.6;0.763;-0.086;0.816
666;19;2021;6.26;10.17;0.906;65.8;0.807;0.034;0.782
667;140;2022;6.258;10.687;0.869;72.125;0.711;0.026;0.819
668;52;2008;6.258;9.719;0.922;65.38;0.678;-0.232;0.776
669;42;2022;6.257;9.622;0.866;65.925;0.83;-0.064;0.742
670;9;2024;6.21327844186639;10.311801019047367;0.9561694486179233;68.31573058928072;0.707531792858554;-0.1114639477812531;0.8846668481585115
671;1;2010;6.25;10.419;0.934;67.7;0.779;-0.048;0.926
672;22;2020;6.25;8.461;0.902;66.325;0.935;0.101;0.931
673;3;2018;6.249;10.545;0.941;70.525;0.942;-0.125;0.839
674;28;2021;6.247;9.4;0.866;63.402;0.818;0.0;0.675
675;140;2023;6.245;10.703;0.851;72.2;0.699;-0.053;0.819
676;8;2021;6.245;9.895;0.89;67.15;0.85;0.261;0.806
677;9;2019;6.243;10.375;0.933;68.5;0.771;-0.133;0.926
678;7;2019;6.242;10.409;0.878;68.7;0.883;-0.237;0.696
679;37;2018;6.241;9.084;0.82;64.55;0.863;-0.102;0.801
680;89;2019;6.241;10.072;0.913;63.9;0.893;-0.061;0.81
681;8;2019;6.241;9.815;0.903;66.9;0.753;-0.046;0.813
682;84;2007;6.239;9.867;0.871;65.16;0.844;0.085;0.799
683;141;2006;6.238;10.567;0.878;70.16;0.836;0.012;0.712
684;29;2007;6.238;10.578;0.938;72.64;0.796;-0.097;0.809
685;35;2015;6.236;9.88;0.761;65.8;0.719;-0.158;0.708
686;9;2018;6.235;10.352;0.922;68.275;0.758;-0.172;0.91
687;51;2016;6.234;9.572;0.882;68.475;0.835;-0.106;0.898
688;10;2024;6.1913571169390025;10.295637766510211;0.9448598736132984;65.40500076984961;0.7918580009656242;-0.04349343560959131;0.856278523153291
689;83;2013;6.231;9.645;0.926;67.64;0.781;0.452;0.925
690;38;2023;6.23;10.155;0.874;70.6;0.815;-0.027;0.836
691;138;2017;6.23;10.585;0.903;71.85;0.756;-0.038;0.791
692;10;2020;6.229;10.328;0.928;66.3;0.82;-0.086;0.809
693;28;2010;6.229;10.681;0.831;69.6;0.677;-0.001;0.821
694;57;2017;6.227;10.798;0.876;66.05;0.906;0.128;0.744
695;11;2021;6.227;10.423;0.948;67.5;0.727;-0.046;0.832
696;54;2012;6.221;11.012;0.889;69.6;0.934;0.0;0.744
697;83;2010;6.217;9.559;0.898;67.1;0.86;0.532;0.917
698;44;2023;6.214;9.549;0.889;66.0;0.902;-0.004;0.835
699;46;2006;6.208;9.249;0.909;66.6;0.738;-0.011;0.946
700;18;2018;6.205;8.87;0.921;64.4;0.97;0.308;0.52
701;83;2015;6.202;9.675;0.866;68.0;0.885;0.312;0.914
702;7;2017;6.201;10.308;0.882;68.35;0.831;-0.127;0.639
703;140;2017;6.199;10.635;0.92;71.75;0.633;-0.041;0.867
704;138;2009;6.199;10.53;0.929;70.88;0.749;-0.133;0.798
705;18;2024;6.154186174670824;8.981026560154787;0.9045695126593222;64.42164610112289;0.9343692926665726;0.22838861307705588;0.6618184968675295
706;42;2018;6.191;9.59;0.882;65.225;0.751;-0.123;0.763
707;28;2006;6.189;10.602;0.882;68.68;0.63;-0.035;0.846
708;138;2010;6.188;10.527;0.95;71.0;0.796;-0.144;0.84
709;43;2024;6.147514467084227;9.923882958155604;0.8999749978136933;66.23101869158006;0.8045069321816847;-0.1311973222827033;0.8534396906527689
710;19;2024;6.147514467084227;10.085515483527171;0.9268352384496774;65.09032727585706;0.8483565603973611;0.004743702060620263;0.7966630406423275
711;18;2021;6.185;8.962;0.896;65.3;0.927;0.183;0.662
712;81;2023;6.184;9.102;0.796;62.1;0.932;-0.038;0.768
713;142;2021;6.183;10.425;0.895;71.25;0.892;-0.211;0.872
714;141;2012;6.181;10.484;0.767;71.12;0.725;0.092;0.871
715;54;2014;6.18;10.926;0.809;70.0;0.75;0.0;0.744
716;29;2022;6.178;10.637;0.899;74.475;0.789;-0.237;0.643
717;89;2017;6.174;10.005;0.91;63.95;0.912;0.079;0.818
718;57;2020;6.173;10.779;0.848;65.825;0.945;0.115;0.744
719;36;2016;6.171;10.045;0.9;67.5;0.886;-0.085;0.676
720;57;2016;6.17;10.789;0.863;66.125;0.889;0.082;0.744
721;51;2008;6.168;9.351;0.88;66.76;0.795;-0.047;0.763
722;19;2020;6.168;10.141;0.966;65.4;0.872;-0.062;0.661
723;3;2017;6.167;10.505;0.928;70.35;0.921;-0.031;0.829
724;57;2014;6.165;10.802;0.809;65.96;0.75;0.0;0.744
725;7;2016;6.162;10.258;0.917;68.175;0.871;-0.096;0.848
726;9;2015;6.162;10.268;0.943;67.6;0.587;-0.132;0.928
727;4;2022;6.16;9.431;0.888;63.402;0.865;0.208;0.846
728;51;2017;6.157;9.57;0.909;68.65;0.838;-0.163;0.875
729;139;2020;6.157;10.622;0.938;71.55;0.931;-0.005;0.675
730;139;2011;6.155;10.402;0.923;70.58;0.882;0.288;0.744
731;18;2019;6.154;8.91;0.915;64.7;0.97;0.295;0.511
732;38;2020;6.151;10.042;0.888;70.15;0.781;0.026;0.812
733;5;2018;6.151;10.266;0.818;66.675;0.845;-0.224;0.921
734;40;2022;6.15;9.123;0.806;62.9;0.856;-0.06;0.835
735;138;2013;6.15;10.474;0.929;71.36;0.759;-0.107;0.916
736;4;2017;6.149;9.253;0.792;63.402;0.858;0.112;0.925
737;56;2009;6.148;10.61;0.921;62.0;0.639;-0.111;0.445
738;54;2015;6.146;10.893;0.823;70.2;0.822;0.077;0.744
739;31;2023;6.145;9.861;0.797;69.0;0.793;-0.032;0.744
740;80;2009;6.145;11.149;0.866;72.12;0.776;-0.081;0.035
